29,"rye organic, at feed mill",CH,kg,0,agricultural means of production,feed,3.26,0.17631,54.1
30,"wheat IP, at feed mill",CH,kg,0,agricultural means of production,feed,4.5,0.23618,52.5
31,"wheat organic, at feed mill",CH,kg,0,agricultural means of production,feed,3.45,0.1873,54.3
38,"ammonium nitrate phosphate, as N, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,103.32,5.0935,49.3
39,"ammonium nitrate phosphate, as P2O5, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,21.85,1.2231,56
40,"ammonium nitrate, as N, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,60.3,2.8886,47.9
41,"ammonium sulphate, as N, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,46.17,2.6383,57.1
42,"calcium ammonium nitrate, as N, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,62.41,3.0035,48.1
43,"calcium nitrate, as N, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,65.9,3.7663,57.2
44,"diammonium phosphate, as N, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,58.04,2.7225,46.9
45,"diammonium phosphate, as P2O5, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,23,1.5493,67.4
46,"lime, algae, at regional storehouse",CH,kg,0,agricultural means of production,mineral fertiliser,4.1,0.21254,51.8
47,"lime, from carbonation, at regional storehouse",CH,kg,0,agricultural means of production,mineral fertiliser,0.19,0.011151,58.7
48,"monoammonium phosphate, as N, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,58.46,2.759,47.2
49,"monoammonium phosphate, as P2O5, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,23.62,1.5821,67
50,"potassium chloride, as K2O, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,9.38,0.47485,50.6
51,"potassium nitrate, as K2O, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,16.15,0.84132,52.1
52,"potassium nitrate, as N, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,92.4,4.6628,50.5
53,"potassium sulphate, as K2O, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,25.24,1.4353,56.9
54,"single superphosphate, as P2O5, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,48.43,2.5756,53.2
55,"stone meal, at regional storehouse",CH,kg,0,agricultural means of production,mineral fertiliser,1.38,0.076833,55.7
56,"thomas meal, as P2O5, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,11.76,0.72255,61.4
57,"triple superphosphate, as P2O5, at regional storehouse",RER,kg,0,agricultural means of production,mineral fertiliser,33.19,1.9783,59.6
10772,"application, digested matter from biowaste in agricultural co-digestion, covered",CH,kg,0,agricultural means of production,organic fertiliser,0,,#DIV/0!
58,"compost, at plant",CH,kg,0,agricultural means of production,organic fertiliser,0.52,0.0242,46.5
59,"horn meal, at regional storehouse",CH,kg,0,agricultural means of production,organic fertiliser,4.8,0.28017,58.4
60,"poultry manure, dried, at regional storehouse",CH,kg,0,agricultural means of production,organic fertiliser,2.33,0.10186,43.7
61,"vinasse, at regional storehouse",CH,kg,0,agricultural means of production,organic fertiliser,0.21,0.011417,54.4
66,"2,4-D, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,80.45,3.1034,38.6
67,"2,4-D, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,78.56,2.8628,36.4
104,"MCPA, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,117.56,3.9684,33.8
105,"MCPA, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,115.29,3.6864,32
62,"[sulfonyl]urea-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,286.71,8.6581,30.2
63,"[sulfonyl]urea-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,280.18,7.7667,27.7
64,"[thio]carbamate-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,206.46,6.5293,31.6
65,"[thio]carbamate-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,201.58,5.8682,29.1
68,"acetamide-anillide-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,234.75,7.7411,33
69,"acetamide-anillide-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,229.31,7.0065,30.6
70,"alachlor, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,242.95,8.0684,33.2
71,"alachlor, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,236.89,7.254,30.6
72,"atrazine, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,181.66,4.8419,26.7
73,"atrazine, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,178.87,4.4683,25
74,"benzimidazole-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,350.81,12.426,35.4
75,"benzimidazole-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,342.58,11.308,33
76,"benzo[thia]diazole-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,381.18,12.685,33.3
77,"benzo[thia]diazole-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,373.13,11.601,31.1
78,"benzoic-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,212.48,5.6742,26.7
79,"benzoic-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,207.52,4.997,24.1
80,"bipyridylium-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,353.27,14.117,40
81,"bipyridylium-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,345.78,13.215,38.2
82,"carbofuran, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,397.19,13.331,33.6
83,"carbofuran, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,388.65,12.166,31.3
84,"cyanazine, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,191.93,5.102,26.6
85,"cyanazine, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,188.78,4.7129,25
86,"cyclic N-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,135.4,4.6989,34.7
87,"cyclic N-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,132.05,4.2486,32.2
88,"dicamba, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,267.66,8.0862,30.2
89,"dicamba, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,261.02,7.1793,27.5
90,"dinitroaniline-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,132.38,4.3533,32.9
91,"dinitroaniline-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,128.52,3.8206,29.7
92,"diphenylether-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,447.76,17.767,39.7
93,"diphenylether-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,434.76,16.048,36.9
94,"dithiocarbamate-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,91.48,2.7272,29.8
95,"dithiocarbamate-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,89.86,2.5219,28.1
96,"diuron, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,249.79,6.5183,26.1
97,"diuron, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,243.67,5.6935,23.4
98,"glyphosate, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,394.12,15.049,38.2
99,"glyphosate, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,379.38,12.962,34.2
100,"linuron, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,263.36,6.8463,26
101,"linuron, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,257.48,5.9966,23.3
102,"maneb, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,96.61,2.7795,28.8
103,"maneb, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,94.62,2.5188,26.6
106,"metolachlor, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,242.55,8.0164,33.1
107,"metolachlor, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,237.1,7.2841,30.7
108,"nitrile-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,135.56,4.676,34.5
109,"nitrile-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,132.3,4.2459,32.1
110,"nitro-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,78.73,2.1778,27.7
111,"nitro-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,78.22,2.1256,27.2
112,"organophosphorus-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,211.41,7.2691,34.4
113,"organophosphorus-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,203.82,6.2365,30.6
114,"parathion, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,126.65,4.0493,32
115,"parathion, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,122.64,3.4888,28.4
116,"pesticide unspecified, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,216.4,7.2891,33.7
117,"pesticide unspecified, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,210.86,6.5585,31.1
118,"phenoxy-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,107.71,3.7094,34.4
119,"phenoxy-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,105.29,3.3971,32.3
120,"phtalamide-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,105.05,3.443,32.8
121,"phtalamide-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,101.58,2.9362,28.9
122,"propachlor, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,254.22,8.3317,32.8
123,"propachlor, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,248.29,7.5415,30.4
124,"pyretroid-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,497.39,20.835,41.9
125,"pyretroid-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,483.9,19.034,39.3
126,"pyridazine-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,135.56,4.676,34.5
127,"pyridazine-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,132.3,4.2459,32.1
128,"triazine-compounds, at regional storehouse",RER,kg,0,agricultural means of production,pesticides,229.91,7.4362,32.3
129,"triazine-compounds, at regional storehouse",CH,kg,0,agricultural means of production,pesticides,225.58,6.8458,30.3
130,"barley seed IP, at regional storehouse",CH,kg,0,agricultural means of production,seed,3.47,0.18306,52.8
131,"barley seed organic, at regional storehouse",CH,kg,0,agricultural means of production,seed,2.88,0.15933,55.3
132,"clover seed IP, at farm",CH,kg,0,agricultural means of production,seed,20.29,1.0937,53.9
133,"clover seed IP, at regional storehouse",CH,kg,0,agricultural means of production,seed,22.88,1.2181,53.2
6975,"cotton seed, at regional storehouse",US,kg,0,agricultural means of production,seed,3.86,0.22245,57.6
134,"grass seed IP, at farm",CH,kg,0,agricultural means of production,seed,19.98,1.0003,50.1
135,"grass seed IP, at regional storehouse",CH,kg,0,agricultural means of production,seed,22.58,1.1247,49.8
6242,"grass seed organic, at regional storehouse",CH,kg,0,agricultural means of production,seed,14.9,0.76837,51.6
136,"maize seed IP, at farm",CH,kg,0,agricultural means of production,seed,14.62,0.71033,48.6
137,"maize seed IP, at regional storehouse",CH,kg,0,agricultural means of production,seed,17.17,0.82592,48.1
138,"maize seed organic, at farm",CH,kg,0,agricultural means of production,seed,11.31,0.54598,48.3
139,"maize seed organic, at regional storehouse",CH,kg,0,agricultural means of production,seed,13.62,0.65452,48.1
140,"pea seed IP, at regional storehouse",CH,kg,0,agricultural means of production,seed,6.91,0.34897,50.5
141,"pea seed organic, at regional storehouse",CH,kg,0,agricultural means of production,seed,6.17,0.32485,52.6
142,"potato seed IP, at farm",CH,kg,0,agricultural means of production,seed,1.23,0.064667,52.6
143,"potato seed IP, at regional storehouse",CH,kg,0,agricultural means of production,seed,2.73,0.12288,45
144,"potato seed organic, at farm",CH,kg,0,agricultural means of production,seed,1.22,0.065213,53.5
145,"potato seed organic, at regional storehouse",CH,kg,0,agricultural means of production,seed,2.71,0.12322,45.5
146,"rape seed IP, at regional storehouse",CH,kg,0,agricultural means of production,seed,13.57,0.70157,51.7
6243,"rape seed organic, at regional storehouse",CH,kg,0,agricultural means of production,seed,11.4,0.61483,53.9
6971,"rice seed, at regional storehouse",US,kg,0,agricultural means of production,seed,6.2,0.31382,50.6
147,"rye seed IP, at regional storehouse",CH,kg,0,agricultural means of production,seed,3.13,0.16424,52.5
148,"rye seed organic, at regional storehouse",CH,kg,0,agricultural means of production,seed,2.92,0.16152,55.3
149,"sugar beet seed IP, at regional storehouse",CH,kg,0,agricultural means of production,seed,22.47,0.95142,42.3
150,"wheat seed IP, at regional storehouse",CH,kg,0,agricultural means of production,seed,4.14,0.21893,52.9
151,"wheat seed organic, at regional storehouse",CH,kg,0,agricultural means of production,seed,3.1,0.1725,55.6
152,"application of plant protection products, by field sprayer",CH,ha,0,agricultural means of production,work processes,178.79,10.389,58.1
153,baling,CH,unit,0,agricultural means of production,work processes,146.14,5.7017,39
154,"chopping, maize",CH,ha,0,agricultural means of production,work processes,5131.75,304.91,59.4
155,combine harvesting,CH,ha,0,agricultural means of production,work processes,2391.69,147.46,61.7
156,"fertilising, by broadcaster",CH,ha,0,agricultural means of production,work processes,397.74,24.085,60.6
157,"fodder loading, by self-loading trailer",CH,m3,0,agricultural means of production,work processes,10.03,0.59301,59.1
158,"grain drying, high temperature",CH,kg,0,agricultural means of production,work processes,15.64,0.56379,36
159,"grain drying, low temperature",CH,kg,0,agricultural means of production,work processes,18.23,0.73563,40.4
160,grass drying,CH,kg,0,agricultural means of production,work processes,6.95,0.438,63
161,"harvesting, by complete harvester, beets",CH,ha,0,agricultural means of production,work processes,6965.33,436.1,62.6
162,"harvesting, by complete harvester, potatoes",CH,ha,0,agricultural means of production,work processes,4320.95,240.66,55.7
163,"haying, by rotary tedder",CH,ha,0,agricultural means of production,work processes,172.13,10.236,59.5
164,hoeing,CH,ha,0,agricultural means of production,work processes,325.75,19.467,59.8
165,irrigating,CH,ha,0,agricultural means of production,work processes,11985.5,269.73,22.5
6967,irrigating,US,m3,0,agricultural means of production,work processes,6.64,0.3237,48.8
6978,irrigating,CH,m3,0,agricultural means of production,work processes,9.99,0.22478,22.5
166,loading bales,CH,unit,0,agricultural means of production,work processes,6.46,0.39081,60.5
167,maize drying,CH,kg,0,agricultural means of production,work processes,4.36,0.26616,61
168,milking,CH,kg,0,agricultural means of production,work processes,0.61,0.014349,23.5
169,"mowing, by motor mower",CH,ha,0,agricultural means of production,work processes,293.91,14.763,50.2
170,"mowing, by rotary mower",CH,ha,0,agricultural means of production,work processes,370.57,22.185,59.9
171,mulching,CH,ha,0,agricultural means of production,work processes,342.86,20.091,58.6
172,planting,CH,ha,0,agricultural means of production,work processes,1613.56,92.673,57.4
173,potato grading,CH,kg,0,agricultural means of production,work processes,0.03,0.0010983,36.6
174,potato haulm cutting,CH,ha,0,agricultural means of production,work processes,587.71,34.078,58
175,potato planting,CH,ha,0,agricultural means of production,work processes,963.03,54.971,57.1
176,"slurry spreading, by vacuum tanker",CH,m3,0,agricultural means of production,work processes,19.38,1.1456,59.1
177,"solid manure loading and spreading, by hydraulic loader and spreader",CH,kg,0,agricultural means of production,work processes,0.05,0.0029966,59.9
178,sowing,CH,ha,0,agricultural means of production,work processes,364.51,21.531,59.1
179,"swath, by rotary windrower",CH,ha,0,agricultural means of production,work processes,256.39,15.349,59.9
180,"tillage, cultivating, chiselling",CH,ha,0,agricultural means of production,work processes,1092.8,68.184,62.4
181,"tillage, currying, by weeder",CH,ha,0,agricultural means of production,work processes,174.45,10.32,59.2
182,"tillage, harrowing, by rotary harrow",CH,ha,0,agricultural means of production,work processes,984.02,59.663,60.6
183,"tillage, harrowing, by spring tine harrow",CH,ha,0,agricultural means of production,work processes,387.15,23.525,60.8
184,"tillage, hoeing and earthing-up, potatoes",CH,ha,0,agricultural means of production,work processes,349.58,20.886,59.7
185,"tillage, ploughing",CH,ha,0,agricultural means of production,work processes,1818.26,113.33,62.3
186,"tillage, rolling",CH,ha,0,agricultural means of production,work processes,383.25,22.356,58.3
187,"tillage, rotary cultivator",CH,ha,0,agricultural means of production,work processes,1177.86,71.841,61
188,"transport, tractor and trailer",CH,tkm,0,agricultural means of production,work processes,4.88,0.28583,58.6
6976,"sheep for slaughtering, live weight, at farm",US,kg,0,agricultural production,animal production,25.03,2.1854,87.3
189,"tallow, at plant",CH,kg,0,agricultural production,animal production,12.79,0.62727,49
6973,"wool, sheep, at farm",US,kg,0,agricultural production,animal production,698.68,60.993,87.3
191,"barley grains IP, at farm",CH,kg,0,agricultural production,plant production,2.66,0.1458,54.8
6964,"barley grains conventional, Barrois, at farm",FR,kg,0,agricultural production,plant production,3.12,0.18512,59.3
6960,"barley grains conventional, Castilla-y-Leon, at farm",ES,kg,0,agricultural production,plant production,5.31,0.29795,56.1
6956,"barley grains conventional, Saxony-Anhalt, at farm",DE,kg,0,agricultural production,plant production,3.23,0.17329,53.7
190,"barley grains extensive, at farm",CH,kg,0,agricultural production,plant production,3.04,0.16816,55.3
192,"barley grains organic, at farm",CH,kg,0,agricultural production,plant production,2.09,0.12243,58.6
194,"barley straw IP, at farm",CH,kg,0,agricultural production,plant production,0.77,0.039617,51.5
193,"barley straw extensive, at farm",CH,kg,0,agricultural production,plant production,0.85,0.044375,52.2
195,"barley straw organic, at farm",CH,kg,0,agricultural production,plant production,0.5,0.02599,52
6528,"corn, at farm",US,kg,0,agricultural production,plant production,3.88,0.21728,56
6977,"cotton fibres, at farm",US,kg,0,agricultural production,plant production,22.26,1.2351,55.5
10174,"cotton fibres, ginned, at farm",CN,kg,0,agricultural production,plant production,31.91,1.6155,50.6
6974,"cotton seed, at farm",US,kg,0,agricultural production,plant production,2.2,0.12231,55.6
10175,"cotton seed, at farm",CN,kg,0,agricultural production,plant production,3.2,0.16218,50.7
196,"fava beans IP, at farm",CH,kg,0,agricultural production,plant production,4.14,0.2272,54.9
197,"fava beans organic, at farm",CH,kg,0,agricultural production,plant production,3.41,0.1911,56
198,"fodder beets IP, at farm",CH,kg,0,agricultural production,plant production,0.21,0.012319,58.7
200,"grain maize IP, at farm",CH,kg,0,agricultural production,plant production,3.84,0.22228,57.9
201,"grain maize organic, at farm",CH,kg,0,agricultural production,plant production,3.14,0.18781,59.8
6208,"grass from meadow intensive IP, at field",CH,kg,0,agricultural production,plant production,1.11,0.06353,57.2
6207,"grass from meadow intensive, organic, at field",CH,kg,0,agricultural production,plant production,0.98,0.058328,59.5
6210,"grass from natural meadow extensive IP, at field",CH,kg,0,agricultural production,plant production,0.7,0.041036,58.6
6209,"grass from natural meadow extensive organic, at field",CH,kg,0,agricultural production,plant production,0.69,0.040604,58.8
6212,"grass from natural meadow intensive IP, at field",CH,kg,0,agricultural production,plant production,0.99,0.056938,57.5
6211,"grass from natural meadow intensive organic, at field",CH,kg,0,agricultural production,plant production,0.87,0.051437,59.1
6214,"grass silage IP, at farm",CH,kg,0,agricultural production,plant production,1.58,0.07499,47.5
6213,"grass silage organic, at farm",CH,kg,0,agricultural production,plant production,1.43,0.067951,47.5
202,"green manure IP, until April",CH,ha,0,agricultural production,plant production,3560.9,194.94,54.7
203,"green manure IP, until February",CH,ha,0,agricultural production,plant production,3560.9,194.94,54.7
204,"green manure IP, until January",CH,ha,0,agricultural production,plant production,3560.9,194.94,54.7
205,"green manure IP, until march",CH,ha,0,agricultural production,plant production,3560.9,194.94,54.7
206,"green manure organic, until April",CH,ha,0,agricultural production,plant production,1234.25,72.385,58.6
207,"green manure organic, until February",CH,ha,0,agricultural production,plant production,1234.25,72.385,58.6
208,"green manure organic, until January",CH,ha,0,agricultural production,plant production,1234.25,72.385,58.6
209,"green manure organic, until march",CH,ha,0,agricultural production,plant production,1234.25,72.385,58.6
210,"hay extensive, at farm",CH,kg,0,agricultural production,plant production,1.02,0.057398,56.3
211,"hay intensive IP, at farm",CH,kg,0,agricultural production,plant production,2.42,0.090818,37.5
212,"hay intensive organic, at farm",CH,kg,0,agricultural production,plant production,2.31,0.086385,37.4
213,"husked nuts harvesting, at farm",PH,kg,0,agricultural production,plant production,0,5.9219e-05,#DIV/0!
10178,"jute fibres, irrigated system, at farm",IN,kg,0,agricultural production,plant production,2.74,0.13229,48.3
10179,"jute fibres, rainfed system, at farm",IN,kg,0,agricultural production,plant production,3.07,0.16856,54.9
10180,"jute stalks, from fibre production, irrigated system, at farm",IN,kg,0,agricultural production,plant production,0.08,0.0040891,51.1
10181,"jute stalks, from fibre production, rainfed system, at farm",IN,kg,0,agricultural production,plant production,0.09,0.0052103,57.9
10184,"kenaf fibres, at farm",IN,kg,0,agricultural production,plant production,3.13,0.1691,54
10185,"kenaf stalks, from fibre production, at farm",IN,kg,0,agricultural production,plant production,0.1,0.0052269,52.3
214,"maize starch, at plant",DE,kg,0,agricultural production,plant production,14.1,0.78842,55.9
199,"palm fruit bunches, at farm",MY,kg,0,agricultural production,plant production,1.56,0.30789,197.4
215,"potato starch, at plant",DE,kg,0,agricultural production,plant production,8.5,0.46255,54.4
216,"potatoes IP, at farm",CH,kg,0,agricultural production,plant production,0.82,0.043161,52.6
217,"potatoes organic, at farm",CH,kg,0,agricultural production,plant production,0.94,0.050677,53.9
6968,"potatoes, at farm",US,kg,0,agricultural production,plant production,1.21,0.057189,47.3
6963,"protein peas conventional, Barrois, at farm",FR,kg,0,agricultural production,plant production,2.85,0.15851,55.6
6959,"protein peas conventional, Castilla-y-Leon, at farm",ES,kg,0,agricultural production,plant production,6.62,0.38824,58.6
6955,"protein peas conventional, Saxony-Anhalt, at farm",DE,kg,0,agricultural production,plant production,3.66,0.20727,56.6
218,"protein peas, IP, at farm",CH,kg,0,agricultural production,plant production,4.25,0.22946,54
219,"protein peas, organic, at farm",CH,kg,0,agricultural production,plant production,3.85,0.21584,56.1
221,"rape seed IP, at farm",CH,kg,0,agricultural production,plant production,6.27,0.32981,52.6
6965,"rape seed conventional, Barrois, at farm",FR,kg,0,agricultural production,plant production,7.38,0.42351,57.4
6957,"rape seed conventional, Saxony-Anhalt, at farm",DE,kg,0,agricultural production,plant production,8.9,0.42674,47.9
6576,"rape seed conventional, at farm",DE,kg,0,agricultural production,plant production,9.91,0.5097,51.4
220,"rape seed extensive, at farm",CH,kg,0,agricultural production,plant production,6.09,0.32231,52.9
6969,"rape seed, at farm",US,kg,0,agricultural production,plant production,13.14,0.73502,55.9
6215,"rape seed, organic, at farm",CH,kg,0,agricultural production,plant production,5.11,0.28527,55.8
6970,"rice, at farm",US,kg,0,agricultural production,plant production,5.14,0.2516,48.9
223,"rye grains IP, at farm",CH,kg,0,agricultural production,plant production,2.29,0.12574,54.9
6577,"rye grains conventional, at farm",RER,kg,0,agricultural production,plant production,4.32,0.2306,53.4
222,"rye grains extensive, at farm",CH,kg,0,agricultural production,plant production,2.69,0.14937,55.5
224,"rye grains organic, at farm",CH,kg,0,agricultural production,plant production,2.12,0.12462,58.8
226,"rye straw IP, at farm",CH,kg,0,agricultural production,plant production,0.58,0.029042,50.1
6578,"rye straw conventional, at farm",RER,kg,0,agricultural production,plant production,1.27,0.061906,48.7
225,"rye straw extensive, at farm",CH,kg,0,agricultural production,plant production,0.64,0.032852,51.3
227,"rye straw organic, at farm",CH,kg,0,agricultural production,plant production,0.44,0.021936,49.9
228,"silage maize IP, at farm",CH,kg,0,agricultural production,plant production,0.39,0.022308,57.2
229,"silage maize organic, at farm",CH,kg,0,agricultural production,plant production,0.29,0.016968,58.5
230,"soy beans IP, at farm",CH,kg,0,agricultural production,plant production,5.3,0.28259,53.3
231,"soy beans organic, at farm",CH,kg,0,agricultural production,plant production,4.02,0.21993,54.7
6658,"soybeans, at farm",BR,kg,0,agricultural production,plant production,1.81,1.1297,624.1
6659,"soybeans, at farm",US,kg,0,agricultural production,plant production,1.55,0.08686,56
232,"straw IP, at farm",CH,kg,0,agricultural production,plant production,0.72,0.037016,51.4
233,"straw organic, at farm",CH,kg,0,agricultural production,plant production,0.46,0.023463,51
6216,"straw, from straw areas, at field",CH,kg,0,agricultural production,plant production,0.75,0.044301,59.1
234,"sugar beets IP, at farm",CH,kg,0,agricultural production,plant production,0.31,0.017783,57.4
6258,"sugar cane, at farm",BR,kg,0,agricultural production,plant production,0.19,0.0097702,51.4
235,"sunflower IP, at farm",CH,kg,0,agricultural production,plant production,7,0.3567,51
6961,"sunflower conventional, Castilla-y-Leon, at farm",ES,kg,0,agricultural production,plant production,6.25,0.37396,59.8
6711,"sweet sorghum grains, at farm",CN,kg,0,agricultural production,plant production,3.33,0.13081,39.3
6582,"sweet sorghum stem, at farm",CN,kg,0,agricultural production,plant production,0.36,0.014034,39
237,"wheat grains IP, at farm",CH,kg,0,agricultural production,plant production,3.3,0.18043,54.7
6966,"wheat grains conventional, Barrois, at farm",FR,kg,0,agricultural production,plant production,3.58,0.2085,58.2
6962,"wheat grains conventional, Castilla-y-Leon, at farm",ES,kg,0,agricultural production,plant production,6.42,0.35233,54.9
6958,"wheat grains conventional, Saxony-Anhalt, at farm",DE,kg,0,agricultural production,plant production,3.49,0.18464,52.9
236,"wheat grains extensive, at farm",CH,kg,0,agricultural production,plant production,3.45,0.19084,55.3
238,"wheat grains organic, at farm",CH,kg,0,agricultural production,plant production,2.31,0.13561,58.7
6972,"wheat grains, at farm",US,kg,0,agricultural production,plant production,4.63,0.26859,58
240,"wheat straw IP, at farm",CH,kg,0,agricultural production,plant production,0.66,0.033141,50.2
239,"wheat straw extensive, at farm",CH,kg,0,agricultural production,plant production,0.68,0.03453,50.8
241,"wheat straw organic, at farm",CH,kg,0,agricultural production,plant production,0.44,0.021907,49.8
